timestamp,student_id,attention_status,speech_status,speech_metric_ppm,speech_metric_coherence,speech_metric_prosody_label
2025-10-09T09:22:58.043759,estudiante_04,SIN ATENCION VISUAL,DIFICULTAD DE FORMULACIÓN,96.5,0.63,SURPRISED
2025-10-09T09:23:04.358062,estudiante_02,DISTRACCION,DIFICULTAD DE FLUIDEZ,94.3,0.81,FEARFUL
2025-10-09T09:23:05.514703,estudiante_03,ATENTO,DIFICULTAD DE FLUIDEZ,123.7,0.69,DISGUST
2025-10-09T09:23:17.615661,estudiante_02,DISTRACCION,HABLA MUY CORTA,131.5,0.37,SURPRISED
2025-10-09T09:23:21.861181,estudiante_03,ATENTO,LENGUAJE DESESTRUCTURADO,95.1,0.07,DISGUST
2025-10-09T09:23:23.549126,estudiante_03,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:23:25.474872,estudiante_04,OJOS CERRADOS,HABLA MUY CORTA,97.3,0.34,NEUTRAL
2025-10-09T09:23:35.847862,estudiante_03,ATENTO,HABLA LENTA,75.0,0.62,SURPRISED
2025-10-09T09:23:38.204794,estudiante_03,ATENTO,DIFICULTAD DE FLUIDEZ,90.2,0.26,HAPPY
2025-10-09T09:23:47.820893,estudiante_04,SIN ATENCION VISUAL,LENGUAJE DESESTRUCTURADO,127.7,0.03,DISGUST
2025-10-09T09:23:58.273936,estudiante_03,SIN ATENCION VISUAL,HABLA LENTA,87.3,0.5,SURPRISED
2025-10-09T09:24:01.201661,estudiante_01,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:24:02.080274,estudiante_03,ATENTO,DIFICULTAD DE FLUIDEZ,111.8,0.41,FEARFUL
2025-10-09T09:24:10.261718,estudiante_02,DISTRACCION,HABLA LENTA,91.0,0.66,DISGUST
2025-10-09T09:24:18.172488,estudiante_01,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:24:21.079954,estudiante_04,OJOS CERRADOS,ESCUCHANDO...,,,
2025-10-09T09:24:30.873331,estudiante_01,ATENTO,HABLA MUY CORTA,125.7,0.54,DISGUST
2025-10-09T09:24:34.842900,estudiante_02,DISTRACCION,HABLA MUY CORTA,126.8,0.55,DISGUST
2025-10-09T09:24:37.683833,estudiante_01,ATENTO,HABLA FLUIDA,151.0,0.87,SURPRISED
2025-10-09T09:24:52.548927,estudiante_04,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:24:53.859757,estudiante_03,OJOS CERRADOS,HABLA LENTA,79.8,0.82,NEUTRAL
2025-10-09T09:25:13.162485,estudiante_02,OJOS CERRADOS,ESCUCHANDO...,,,
2025-10-09T09:25:16.719213,estudiante_02,OJOS CERRADOS,HABLA MUY CORTA,148.4,0.77,NEUTRAL
2025-10-09T09:25:30.506062,estudiante_03,OJOS CERRADOS,DIFICULTAD DE FORMULACIÓN,143.0,0.16,CALM
2025-10-09T09:25:30.629819,estudiante_02,SIN ATENCION VISUAL,DIFICULTAD DE FLUIDEZ,133.2,0.19,NEUTRAL
2025-10-09T09:25:30.679227,estudiante_01,ATENTO,HABLA MUY CORTA,100.3,0.1,ANGRY
2025-10-09T09:25:37.112015,estudiante_04,DISTRACCION,ESCUCHANDO...,,,
2025-10-09T09:25:40.519382,estudiante_04,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:25:43.161743,estudiante_04,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:25:46.940065,estudiante_01,ATENTO,HABLA FLUIDA,129.7,0.74,DISGUST
2025-10-09T09:25:49.520748,estudiante_02,DISTRACCION,HABLA MUY CORTA,97.9,0.63,HAPPY
2025-10-09T09:26:00.682435,estudiante_03,DISTRACCION,ESCUCHANDO...,,,
2025-10-09T09:26:15.978837,estudiante_01,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:26:26.854703,estudiante_01,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:26:37.771165,estudiante_04,DISTRACCION,DIFICULTAD DE FLUIDEZ,106.5,0.03,DISGUST
2025-10-09T09:26:38.217145,estudiante_02,SIN ATENCION VISUAL,ESCUCHANDO...,,,
2025-10-09T09:26:59.726334,estudiante_03,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:27:04.559255,estudiante_03,OJOS CERRADOS,DIFICULTAD DE FLUIDEZ,123.3,0.79,FEARFUL
2025-10-09T09:27:07.287320,estudiante_03,ATENTO,HABLA MUY CORTA,100.1,0.68,ANGRY
2025-10-09T09:27:13.511046,estudiante_02,OJOS CERRADOS,ESCUCHANDO...,,,
2025-10-09T09:27:15.732631,estudiante_03,SIN ATENCION VISUAL,HABLA FLUIDA,159.5,0.71,NEUTRAL
2025-10-09T09:27:18.335123,estudiante_03,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:27:20.366554,estudiante_04,DISTRACCION,LENGUAJE DESESTRUCTURADO,142.9,0.09,SURPRISED
2025-10-09T09:27:29.518006,estudiante_02,SIN ATENCION VISUAL,DIFICULTAD DE FLUIDEZ,138.4,0.42,ANGRY
2025-10-09T09:27:32.991417,estudiante_02,SIN ATENCION VISUAL,LENGUAJE DESESTRUCTURADO,113.2,0.07,HAPPY
2025-10-09T09:27:35.994751,estudiante_03,SIN ATENCION VISUAL,ESCUCHANDO...,,,
2025-10-09T09:27:41.466786,estudiante_03,ATENTO,HABLA LENTA,99.2,0.17,CALM
2025-10-09T09:27:41.598149,estudiante_02,SIN ATENCION VISUAL,ESCUCHANDO...,,,
2025-10-09T09:27:41.969475,estudiante_03,ATENTO,DIFICULTAD DE FORMULACIÓN,103.0,0.84,FEARFUL
2025-10-09T09:27:48.435119,estudiante_02,ATENTO,HABLA LENTA,92.0,0.46,HAPPY
2025-10-09T09:27:49.731575,estudiante_03,ATENTO,DIFICULTAD DE FORMULACIÓN,82.2,0.11,HAPPY
2025-10-09T09:27:50.517234,estudiante_04,DISTRACCION,LENGUAJE DESESTRUCTURADO,141.7,0.04,HAPPY
2025-10-09T09:27:59.277541,estudiante_01,ATENTO,HABLA FLUIDA,153.6,0.87,CALM
2025-10-09T09:28:06.794609,estudiante_01,ATENTO,HABLA FLUIDA,133.8,0.92,CALM
2025-10-09T09:28:11.069287,estudiante_04,DISTRACCION,LENGUAJE DESESTRUCTURADO,149.9,0.05,HAPPY
2025-10-09T09:28:12.354351,estudiante_03,SIN ATENCION VISUAL,DIFICULTAD DE FORMULACIÓN,101.5,0.47,ANGRY
2025-10-09T09:28:12.797975,estudiante_01,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:28:19.341548,estudiante_01,ATENTO,HABLA FLUIDA,127.9,0.72,SAD
2025-10-09T09:28:22.473406,estudiante_03,ATENTO,DIFICULTAD DE FORMULACIÓN,128.9,0.41,NEUTRAL
2025-10-09T09:28:22.598439,estudiante_04,DISTRACCION,ESCUCHANDO...,,,
2025-10-09T09:28:29.437805,estudiante_01,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:28:57.524237,estudiante_02,DISTRACCION,ESCUCHANDO...,,,
2025-10-09T09:29:04.713393,estudiante_04,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:29:17.381883,estudiante_01,ATENTO,HABLA FLUIDA,128.5,0.88,NEUTRAL
2025-10-09T09:29:23.022611,estudiante_01,ATENTO,HABLA FLUIDA,156.4,0.87,HAPPY
2025-10-09T09:29:24.253774,estudiante_03,ATENTO,HABLA LENTA,85.8,0.2,ANGRY
2025-10-09T09:29:31.409857,estudiante_04,SIN ATENCION VISUAL,ESCUCHANDO...,,,
2025-10-09T09:29:35.100258,estudiante_04,DISTRACCION,LENGUAJE DESESTRUCTURADO,109.2,0.07,ANGRY
2025-10-09T09:29:36.687284,estudiante_03,SIN ATENCION VISUAL,DIFICULTAD DE FLUIDEZ,89.7,0.11,HAPPY
2025-10-09T09:29:40.238483,estudiante_02,DISTRACCION,ESCUCHANDO...,,,
2025-10-09T09:29:52.483725,estudiante_02,OJOS CERRADOS,DIFICULTAD DE FLUIDEZ,126.0,0.02,SAD
2025-10-09T09:30:01.857266,estudiante_02,SIN ATENCION VISUAL,ESCUCHANDO...,,,
2025-10-09T09:30:04.816435,estudiante_03,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:30:13.513834,estudiante_01,ATENTO,HABLA FLUIDA,148.1,0.75,ANGRY
2025-10-09T09:30:16.835830,estudiante_01,ATENTO,HABLA FLUIDA,143.8,0.92,NEUTRAL
2025-10-09T09:30:17.392657,estudiante_03,ATENTO,DIFICULTAD DE FLUIDEZ,129.4,0.48,DISGUST
2025-10-09T09:30:23.842480,estudiante_03,OJOS CERRADOS,ESCUCHANDO...,,,
2025-10-09T09:30:29.946305,estudiante_01,DISTRACCION,HABLA LENTA,86.8,0.41,DISGUST
2025-10-09T09:30:35.881545,estudiante_02,DISTRACCION,ESCUCHANDO...,,,
2025-10-09T09:30:36.786738,estudiante_02,DISTRACCION,ESCUCHANDO...,,,
2025-10-09T09:30:43.352514,estudiante_01,DISTRACCION,ESCUCHANDO...,,,
2025-10-09T09:30:44.555124,estudiante_04,DISTRACCION,ESCUCHANDO...,,,
2025-10-09T09:30:53.124261,estudiante_04,SIN ATENCION VISUAL,HABLA LENTA,85.3,0.9,HAPPY
2025-10-09T09:30:54.502730,estudiante_04,SIN ATENCION VISUAL,DIFICULTAD DE FLUIDEZ,148.9,0.23,CALM
2025-10-09T09:30:58.430480,estudiante_04,DISTRACCION,DIFICULTAD DE FLUIDEZ,120.4,0.52,SAD
2025-10-09T09:31:01.378303,estudiante_04,DISTRACCION,HABLA MUY CORTA,107.4,0.86,DISGUST
2025-10-09T09:31:02.848760,estudiante_03,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:31:03.290928,estudiante_03,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:31:11.063952,estudiante_03,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:31:13.779051,estudiante_01,ATENTO,HABLA FLUIDA,146.3,0.86,NEUTRAL
2025-10-09T09:31:15.324572,estudiante_01,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:31:15.492230,estudiante_01,ATENTO,HABLA FLUIDA,139.9,0.79,FEARFUL
2025-10-09T09:31:21.297920,estudiante_02,DISTRACCION,ESCUCHANDO...,,,
2025-10-09T09:31:27.736859,estudiante_02,DISTRACCION,ESCUCHANDO...,,,
2025-10-09T09:31:31.581726,estudiante_03,ATENTO,HABLA FLUIDA,146.3,0.86,SURPRISED
2025-10-09T09:31:41.692465,estudiante_04,SIN ATENCION VISUAL,HABLA LENTA,93.4,0.54,HAPPY
2025-10-09T09:31:42.861156,estudiante_02,DISTRACCION,DIFICULTAD DE FORMULACIÓN,80.8,0.62,SURPRISED
2025-10-09T09:31:56.889303,estudiante_03,ATENTO,DIFICULTAD DE FLUIDEZ,101.5,0.11,FEARFUL
2025-10-09T09:32:07.103446,estudiante_01,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:32:11.592885,estudiante_01,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:32:26.056648,estudiante_02,DISTRACCION,ESCUCHANDO...,,,
2025-10-09T09:32:33.743962,estudiante_04,SIN ATENCION VISUAL,LENGUAJE DESESTRUCTURADO,84.5,0.1,ANGRY
2025-10-09T09:32:42.946345,estudiante_02,SIN ATENCION VISUAL,ESCUCHANDO...,,,
2025-10-09T09:32:57.231342,estudiante_01,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:33:07.453896,estudiante_01,OJOS CERRADOS,ESCUCHANDO...,,,
2025-10-09T09:33:07.479965,estudiante_04,OJOS CERRADOS,HABLA LENTA,74.5,0.84,SURPRISED
2025-10-09T09:33:13.030256,estudiante_04,SIN ATENCION VISUAL,ESCUCHANDO...,,,
2025-10-09T09:33:18.368205,estudiante_02,SIN ATENCION VISUAL,LENGUAJE DESESTRUCTURADO,81.1,0.08,HAPPY
2025-10-09T09:33:21.124037,estudiante_04,DISTRACCION,LENGUAJE DESESTRUCTURADO,143.1,0.05,CALM
2025-10-09T09:33:30.468327,estudiante_04,DISTRACCION,LENGUAJE DESESTRUCTURADO,124.6,0.05,FEARFUL
2025-10-09T09:33:31.910955,estudiante_04,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:33:40.244045,estudiante_04,DISTRACCION,LENGUAJE DESESTRUCTURADO,137.6,0.07,FEARFUL
2025-10-09T09:33:52.277275,estudiante_02,DISTRACCION,ESCUCHANDO...,,,
2025-10-09T09:33:53.689318,estudiante_01,OJOS CERRADOS,ESCUCHANDO...,,,
2025-10-09T09:33:54.615754,estudiante_03,OJOS CERRADOS,HABLA LENTA,91.6,0.75,SAD
2025-10-09T09:34:05.867743,estudiante_03,OJOS CERRADOS,ESCUCHANDO...,,,
2025-10-09T09:34:12.685872,estudiante_03,DISTRACCION,ESCUCHANDO...,,,
2025-10-09T09:34:15.721879,estudiante_04,SIN ATENCION VISUAL,LENGUAJE DESESTRUCTURADO,84.8,0.03,ANGRY
2025-10-09T09:34:21.684596,estudiante_01,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:34:43.863656,estudiante_04,SIN ATENCION VISUAL,ESCUCHANDO...,,,
2025-10-09T09:34:53.612465,estudiante_03,SIN ATENCION VISUAL,DIFICULTAD DE FORMULACIÓN,92.4,0.4,CALM
2025-10-09T09:34:57.575376,estudiante_03,DISTRACCION,HABLA LENTA,87.3,0.56,HAPPY
2025-10-09T09:34:59.116150,estudiante_01,SIN ATENCION VISUAL,ESCUCHANDO...,,,
2025-10-09T09:35:08.452942,estudiante_01,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:35:26.916242,estudiante_03,OJOS CERRADOS,DIFICULTAD DE FLUIDEZ,136.7,0.77,ANGRY
2025-10-09T09:35:45.220644,estudiante_01,ATENTO,HABLA FLUIDA,130.2,0.85,SAD
2025-10-09T09:35:47.384774,estudiante_01,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:35:54.976922,estudiante_03,ATENTO,HABLA FLUIDA,135.1,0.85,CALM
2025-10-09T09:36:00.443649,estudiante_02,OJOS CERRADOS,ESCUCHANDO...,,,
2025-10-09T09:36:08.808567,estudiante_04,SIN ATENCION VISUAL,HABLA LENTA,84.7,0.17,FEARFUL
2025-10-09T09:36:17.102543,estudiante_01,ATENTO,HABLA FLUIDA,136.8,0.79,DISGUST
2025-10-09T09:36:17.506713,estudiante_02,SIN ATENCION VISUAL,ESCUCHANDO...,,,
2025-10-09T09:36:20.605248,estudiante_04,SIN ATENCION VISUAL,DIFICULTAD DE FORMULACIÓN,92.1,0.54,SURPRISED
2025-10-09T09:36:23.956637,estudiante_02,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:36:29.815498,estudiante_04,SIN ATENCION VISUAL,LENGUAJE DESESTRUCTURADO,82.6,0.06,HAPPY
2025-10-09T09:36:31.117962,estudiante_03,ATENTO,HABLA LENTA,87.6,0.7,ANGRY
2025-10-09T09:36:32.607810,estudiante_04,SIN ATENCION VISUAL,LENGUAJE DESESTRUCTURADO,86.8,0.02,FEARFUL
2025-10-09T09:36:42.028027,estudiante_02,SIN ATENCION VISUAL,ESCUCHANDO...,,,
2025-10-09T09:36:42.163480,estudiante_02,DISTRACCION,ESCUCHANDO...,,,
2025-10-09T09:36:46.478368,estudiante_04,DISTRACCION,LENGUAJE DESESTRUCTURADO,143.0,0.04,ANGRY
2025-10-09T09:36:53.681353,estudiante_04,SIN ATENCION VISUAL,LENGUAJE DESESTRUCTURADO,101.4,0.07,HAPPY
2025-10-09T09:36:59.888151,estudiante_01,ATENTO,HABLA FLUIDA,140.9,0.89,ANGRY
2025-10-09T09:36:59.998656,estudiante_02,DISTRACCION,ESCUCHANDO...,,,
2025-10-09T09:37:02.554118,estudiante_03,SIN ATENCION VISUAL,HABLA FLUIDA,148.5,0.71,FEARFUL
2025-10-09T09:37:02.821588,estudiante_01,ATENTO,HABLA LENTA,98.3,0.41,SURPRISED
2025-10-09T09:37:06.769993,estudiante_03,OJOS CERRADOS,ESCUCHANDO...,,,
2025-10-09T09:37:22.458920,estudiante_02,SIN ATENCION VISUAL,HABLA MUY CORTA,93.1,0.84,NEUTRAL
2025-10-09T09:37:47.805339,estudiante_02,DISTRACCION,DIFICULTAD DE FLUIDEZ,146.8,0.72,FEARFUL
2025-10-09T09:37:49.335087,estudiante_04,SIN ATENCION VISUAL,LENGUAJE DESESTRUCTURADO,114.3,0.04,DISGUST
2025-10-09T09:37:50.614830,estudiante_03,SIN ATENCION VISUAL,DIFICULTAD DE FLUIDEZ,119.2,0.17,ANGRY
2025-10-09T09:37:59.993418,estudiante_01,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:38:02.276666,estudiante_03,ATENTO,DIFICULTAD DE FORMULACIÓN,100.3,0.02,HAPPY
2025-10-09T09:38:08.052589,estudiante_03,SIN ATENCION VISUAL,ESCUCHANDO...,,,
2025-10-09T09:38:12.778134,estudiante_03,OJOS CERRADOS,ESCUCHANDO...,,,
2025-10-09T09:38:20.147125,estudiante_03,DISTRACCION,HABLA FLUIDA,129.0,0.91,SURPRISED
2025-10-09T09:38:27.427144,estudiante_03,OJOS CERRADOS,ESCUCHANDO...,,,
2025-10-09T09:38:29.862773,estudiante_03,OJOS CERRADOS,ESCUCHANDO...,,,
2025-10-09T09:38:38.400629,estudiante_01,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:38:42.082602,estudiante_01,ATENTO,DIFICULTAD DE FORMULACIÓN,101.1,0.34,SAD
2025-10-09T09:38:52.745792,estudiante_01,ATENTO,HABLA FLUIDA,147.8,0.76,DISGUST
2025-10-09T09:39:04.703824,estudiante_03,ATENTO,HABLA FLUIDA,157.3,0.78,DISGUST
2025-10-09T09:39:18.142061,estudiante_02,SIN ATENCION VISUAL,ESCUCHANDO...,,,
2025-10-09T09:39:25.064521,estudiante_04,SIN ATENCION VISUAL,ESCUCHANDO...,,,
2025-10-09T09:39:34.477492,estudiante_03,OJOS CERRADOS,DIFICULTAD DE FORMULACIÓN,110.0,0.23,ANGRY
2025-10-09T09:39:39.789684,estudiante_04,OJOS CERRADOS,LENGUAJE DESESTRUCTURADO,131.7,0.04,NEUTRAL
2025-10-09T09:39:56.412139,estudiante_04,SIN ATENCION VISUAL,ESCUCHANDO...,,,
2025-10-09T09:40:09.492628,estudiante_01,OJOS CERRADOS,ESCUCHANDO...,,,
2025-10-09T09:40:18.467591,estudiante_04,SIN ATENCION VISUAL,HABLA MUY CORTA,140.0,0.58,HAPPY
2025-10-09T09:40:20.909181,estudiante_03,ATENTO,HABLA MUY CORTA,120.8,0.37,FEARFUL
2025-10-09T09:40:28.010073,estudiante_04,DISTRACCION,ESCUCHANDO...,,,
2025-10-09T09:40:34.273508,estudiante_01,ATENTO,DIFICULTAD DE FORMULACIÓN,91.1,0.31,DISGUST
2025-10-09T09:40:40.625254,estudiante_01,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:40:41.373455,estudiante_02,DISTRACCION,ESCUCHANDO...,,,
2025-10-09T09:40:42.257748,estudiante_04,DISTRACCION,ESCUCHANDO...,,,
2025-10-09T09:40:57.273926,estudiante_03,OJOS CERRADOS,ESCUCHANDO...,,,
2025-10-09T09:40:58.698914,estudiante_02,SIN ATENCION VISUAL,DIFICULTAD DE FLUIDEZ,132.1,0.13,NEUTRAL
2025-10-09T09:41:01.261800,estudiante_02,SIN ATENCION VISUAL,ESCUCHANDO...,,,
2025-10-09T09:41:02.006376,estudiante_04,SIN ATENCION VISUAL,ESCUCHANDO...,,,
2025-10-09T09:41:02.732421,estudiante_01,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:41:13.525470,estudiante_02,SIN ATENCION VISUAL,ESCUCHANDO...,,,
2025-10-09T09:41:14.862793,estudiante_02,SIN ATENCION VISUAL,ESCUCHANDO...,,,
2025-10-09T09:41:15.586373,estudiante_04,SIN ATENCION VISUAL,ESCUCHANDO...,,,
2025-10-09T09:41:17.801190,estudiante_04,SIN ATENCION VISUAL,ESCUCHANDO...,,,
2025-10-09T09:41:20.436967,estudiante_02,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:41:26.032500,estudiante_01,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:41:29.315091,estudiante_02,SIN ATENCION VISUAL,ESCUCHANDO...,,,
2025-10-09T09:41:39.171996,estudiante_01,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:41:46.996837,estudiante_02,DISTRACCION,HABLA LENTA,95.3,0.87,SAD
2025-10-09T09:41:50.122722,estudiante_02,DISTRACCION,ESCUCHANDO...,,,
2025-10-09T09:41:58.235115,estudiante_02,SIN ATENCION VISUAL,ESCUCHANDO...,,,
2025-10-09T09:41:58.813483,estudiante_01,DISTRACCION,DIFICULTAD DE FLUIDEZ,84.8,0.06,ANGRY
2025-10-09T09:42:00.409542,estudiante_02,OJOS CERRADOS,ESCUCHANDO...,,,
2025-10-09T09:42:03.799806,estudiante_01,ATENTO,HABLA LENTA,97.8,0.77,SAD
2025-10-09T09:42:06.764343,estudiante_02,SIN ATENCION VISUAL,ESCUCHANDO...,,,
2025-10-09T09:42:16.680714,estudiante_02,SIN ATENCION VISUAL,ESCUCHANDO...,,,
2025-10-09T09:42:24.809026,estudiante_04,DISTRACCION,LENGUAJE DESESTRUCTURADO,98.1,0.04,FEARFUL
2025-10-09T09:42:28.481005,estudiante_01,ATENTO,HABLA FLUIDA,136.2,0.92,FEARFUL
2025-10-09T09:42:30.974545,estudiante_03,ATENTO,HABLA MUY CORTA,113.5,0.5,ANGRY
2025-10-09T09:42:33.701302,estudiante_02,SIN ATENCION VISUAL,HABLA MUY CORTA,120.2,0.03,HAPPY
2025-10-09T09:42:36.301193,estudiante_04,DISTRACCION,LENGUAJE DESESTRUCTURADO,84.0,0.08,DISGUST
2025-10-09T09:42:40.251192,estudiante_03,OJOS CERRADOS,DIFICULTAD DE FLUIDEZ,125.3,0.53,HAPPY
2025-10-09T09:42:42.164448,estudiante_01,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:42:48.720315,estudiante_01,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:42:51.439767,estudiante_01,OJOS CERRADOS,ESCUCHANDO...,,,
2025-10-09T09:42:58.658094,estudiante_04,SIN ATENCION VISUAL,ESCUCHANDO...,,,
2025-10-09T09:43:19.615829,estudiante_03,DISTRACCION,DIFICULTAD DE FLUIDEZ,107.4,0.69,DISGUST
2025-10-09T09:43:28.153678,estudiante_02,OJOS CERRADOS,ESCUCHANDO...,,,
2025-10-09T09:43:37.659090,estudiante_03,ATENTO,HABLA LENTA,85.3,0.47,HAPPY
2025-10-09T09:43:43.790109,estudiante_03,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:43:53.629536,estudiante_04,SIN ATENCION VISUAL,ESCUCHANDO...,,,
2025-10-09T09:43:55.183421,estudiante_04,SIN ATENCION VISUAL,ESCUCHANDO...,,,
2025-10-09T09:44:06.928429,estudiante_03,ATENTO,HABLA LENTA,81.7,0.49,DISGUST
2025-10-09T09:44:12.604578,estudiante_04,SIN ATENCION VISUAL,ESCUCHANDO...,,,
2025-10-09T09:44:13.111146,estudiante_01,ATENTO,DIFICULTAD DE FORMULACIÓN,98.0,0.23,SURPRISED
2025-10-09T09:44:23.893294,estudiante_02,OJOS CERRADOS,ESCUCHANDO...,,,
2025-10-09T09:44:29.291586,estudiante_04,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:44:31.887479,estudiante_03,OJOS CERRADOS,ESCUCHANDO...,,,
2025-10-09T09:44:33.284967,estudiante_02,SIN ATENCION VISUAL,HABLA MUY CORTA,91.0,0.12,SURPRISED
2025-10-09T09:44:34.100439,estudiante_04,SIN ATENCION VISUAL,HABLA MUY CORTA,137.7,0.63,CALM
2025-10-09T09:44:37.318198,estudiante_01,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:44:40.346012,estudiante_04,SIN ATENCION VISUAL,ESCUCHANDO...,,,
2025-10-09T09:44:43.848907,estudiante_02,DISTRACCION,HABLA FLUIDA,135.4,0.78,FEARFUL
2025-10-09T09:44:46.837072,estudiante_03,OJOS CERRADOS,LENGUAJE DESESTRUCTURADO,106.2,0.06,FEARFUL
2025-10-09T09:44:57.619519,estudiante_02,SIN ATENCION VISUAL,ESCUCHANDO...,,,
2025-10-09T09:45:19.300757,estudiante_04,SIN ATENCION VISUAL,ESCUCHANDO...,,,
2025-10-09T09:45:22.394942,estudiante_01,ATENTO,HABLA FLUIDA,122.1,0.81,SURPRISED
2025-10-09T09:45:24.921354,estudiante_02,SIN ATENCION VISUAL,DIFICULTAD DE FORMULACIÓN,98.5,0.03,ANGRY
2025-10-09T09:45:34.624650,estudiante_01,ATENTO,HABLA FLUIDA,147.1,0.93,SAD
2025-10-09T09:45:35.588180,estudiante_01,OJOS CERRADOS,HABLA FLUIDA,122.6,0.81,SURPRISED
2025-10-09T09:45:36.422124,estudiante_01,ATENTO,HABLA FLUIDA,130.9,0.78,CALM
2025-10-09T09:45:43.552409,estudiante_01,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:46:02.420566,estudiante_01,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:46:07.250173,estudiante_04,DISTRACCION,LENGUAJE DESESTRUCTURADO,84.0,0.07,DISGUST
2025-10-09T09:46:18.952495,estudiante_02,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:46:27.960976,estudiante_03,SIN ATENCION VISUAL,DIFICULTAD DE FLUIDEZ,130.7,0.19,CALM
2025-10-09T09:46:31.946162,estudiante_04,DISTRACCION,HABLA MUY CORTA,137.0,0.37,SURPRISED
2025-10-09T09:46:33.731716,estudiante_04,SIN ATENCION VISUAL,ESCUCHANDO...,,,
2025-10-09T09:46:34.612633,estudiante_03,ATENTO,DIFICULTAD DE FLUIDEZ,83.0,0.59,HAPPY
2025-10-09T09:46:41.214538,estudiante_02,DISTRACCION,HABLA MUY CORTA,114.2,0.5,ANGRY
2025-10-09T09:46:44.400951,estudiante_02,SIN ATENCION VISUAL,ESCUCHANDO...,,,
2025-10-09T09:46:46.348965,estudiante_04,ATENTO,LENGUAJE DESESTRUCTURADO,141.5,0.09,HAPPY
2025-10-09T09:47:01.472534,estudiante_03,DISTRACCION,HABLA LENTA,98.6,0.88,SURPRISED
2025-10-09T09:47:16.835697,estudiante_01,ATENTO,HABLA FLUIDA,147.9,0.94,NEUTRAL
2025-10-09T09:47:32.685944,estudiante_04,SIN ATENCION VISUAL,HABLA FLUIDA,125.4,0.84,HAPPY
2025-10-09T09:47:35.830134,estudiante_02,OJOS CERRADOS,ESCUCHANDO...,,,
2025-10-09T09:47:36.891562,estudiante_02,DISTRACCION,ESCUCHANDO...,,,
2025-10-09T09:47:40.366963,estudiante_03,SIN ATENCION VISUAL,DIFICULTAD DE FORMULACIÓN,142.8,0.79,SAD
2025-10-09T09:47:44.811288,estudiante_01,OJOS CERRADOS,HABLA FLUIDA,124.4,0.79,SURPRISED
2025-10-09T09:47:46.354189,estudiante_01,ATENTO,HABLA FLUIDA,142.5,0.78,FEARFUL
2025-10-09T09:47:49.612465,estudiante_03,ATENTO,ESCUCHANDO...,,,
2025-10-09T09:47:49.942175,estudiante_02,SIN ATENCION VISUAL,HABLA MUY CORTA,101.6,0.1,HAPPY
2025-10-09T09:48:10.390145,estudiante_04,DISTRACCION,HABLA LENTA,84.7,0.13,HAPPY
2025-10-09T09:48:24.584880,estudiante_02,DISTRACCION,HABLA MUY CORTA,87.3,0.84,CALM
2025-10-09T09:48:41.448190,estudiante_03,OJOS CERRADOS,HABLA FLUIDA,158.1,0.84,DISGUST
2025-10-09T09:48:51.225414,estudiante_02,OJOS CERRADOS,LENGUAJE DESESTRUCTURADO,107.0,0.06,ANGRY
2025-10-09T09:48:57.434290,estudiante_04,DISTRACCION,HABLA MUY CORTA,88.0,0.57,SAD
